Date,Price,Open,High,Low,Volume,Change,coin_name_abbrv,coin_name,Volume_in_Million
2019-05-29,8647.8,8715.6,8747.2,8435.3,15.43M,-0.79%,Bit,Bitcoin,15.43
2019-05-28,8716.3,8759.4,8794.1,8568.8,763.20K,-0.50%,Bit,Bitcoin,0.7632000000000001
2019-05-27,8760.1,8628.9,8902.8,8607.3,907.96K,1.51%,Bit,Bitcoin,0.90796
2019-05-26,8630.2,8029.6,8718.6,7866.5,872.12K,7.51%,Bit,Bitcoin,0.87212
2019-05-25,8027.4,7971.4,8090.1,7919.1,691.27K,0.72%,Bit,Bitcoin,0.6912699999999999
2019-05-24,7970.1,7852.8,8124.1,7775.4,868.47K,1.50%,Bit,Bitcoin,0.8684700000000001
2019-05-23,7852.1,7637.2,7939.1,7486.8,815.14K,2.83%,Bit,Bitcoin,0.81514
2019-05-22,7635.7,7928.7,7999.0,7545.9,821.40K,-3.72%,Bit,Bitcoin,0.8214
2019-05-21,7930.3,7965.0,8056.8,7813.2,804.88K,-0.44%,Bit,Bitcoin,0.80488
2019-05-20,7965.3,8156.4,8156.4,7604.0,958.81K,-2.35%,Bit,Bitcoin,0.9588099999999999
2019-05-19,8157.2,7261.9,8253.4,7252.3,1.08M,12.32%,Bit,Bitcoin,1.08
2019-05-18,7262.6,7359.9,7458.5,7189.4,865.53K,-1.32%,Bit,Bitcoin,0.86553
2019-05-17,7359.5,7871.9,7924.0,6998.6,1.43M,-6.51%,Bit,Bitcoin,1.43
2019-05-16,7871.8,8164.8,8293.3,7720.4,1.18M,-3.59%,Bit,Bitcoin,1.18
2019-05-15,8164.6,7994.8,8225.3,7856.5,1.13M,2.13%,Bit,Bitcoin,1.13
2019-05-14,7994.6,7806.4,8323.9,7674.0,1.33M,2.42%,Bit,Bitcoin,1.33
2019-05-13,7806.0,6984.7,8058.3,6893.1,1.20M,11.76%,Bit,Bitcoin,1.2
2019-05-12,6984.8,7190.0,7518.9,6802.6,1.35M,-2.86%,Bit,Bitcoin,1.35
2019-05-11,7190.3,6386.6,7373.8,6386.5,1.31M,12.59%,Bit,Bitcoin,1.31
2019-05-10,6386.0,6194.3,6466.6,6157.8,907.94K,3.14%,Bit,Bitcoin,0.9079400000000001
2019-05-09,6191.5,5990.5,6206.0,5990.0,799.96K,3.36%,Bit,Bitcoin,0.79996
2019-05-08,5990.3,5849.4,6011.3,5799.1,757.13K,2.41%,Bit,Bitcoin,0.75713
2019-05-07,5849.5,5745.5,6019.8,5745.5,955.88K,1.82%,Bit,Bitcoin,0.95588
2019-05-06,5745.1,5775.1,5801.4,5630.5,755.39K,-0.52%,Bit,Bitcoin,0.75539
2019-05-05,5774.9,5830.8,5838.2,5708.2,709.02K,-0.96%,Bit,Bitcoin,0.70902
2019-05-04,5830.9,5768.0,5899.2,5605.0,920.61K,1.11%,Bit,Bitcoin,0.92061
2019-05-03,5766.8,5493.6,5844.2,5478.7,1.04M,4.97%,Bit,Bitcoin,1.04
2019-05-02,5493.8,5384.6,5530.8,5370.0,722.23K,2.04%,Bit,Bitcoin,0.72223
2019-05-01,5384.2,5321.1,5396.3,5319.5,623.64K,1.19%,Bit,Bitcoin,0.62364
2019-04-30,5320.8,5235.4,5336.6,5195.9,697.42K,1.64%,Bit,Bitcoin,0.6974199999999999
2019-04-29,5235.0,5302.4,5322.9,5188.9,775.82K,-1.27%,Bit,Bitcoin,0.7758200000000001
2019-04-28,5302.3,5265.7,5332.5,5234.4,681.41K,0.69%,Bit,Bitcoin,0.68141
2019-04-27,5265.9,5298.2,5318.1,5225.4,833.13K,-0.61%,Bit,Bitcoin,0.83313
2019-04-26,5298.3,5209.2,5469.3,5159.3,1.03M,1.71%,Bit,Bitcoin,1.03
2019-04-25,5209.1,5415.6,5528.2,5137.4,955.36K,-3.81%,Bit,Bitcoin,0.95536
2019-04-24,5415.6,5511.2,5589.6,5346.8,994.04K,-1.74%,Bit,Bitcoin,0.9940399999999999
2019-04-23,5511.6,5346.5,5594.4,5291.4,900.00K,3.08%,Bit,Bitcoin,0.9
2019-04-22,5346.7,5248.2,5370.2,5170.2,920.77K,1.97%,Bit,Bitcoin,0.92077
2019-04-21,5243.5,5290.2,5308.2,5189.8,811.41K,-0.88%,Bit,Bitcoin,0.81141
2019-04-20,5290.2,5241.0,5327.0,5240.2,782.32K,0.94%,Bit,Bitcoin,0.78232
2019-04-19,5241.0,5264.8,5282.4,5192.1,787.09K,-0.45%,Bit,Bitcoin,0.7870900000000001
2019-04-18,5264.7,5208.3,5293.1,5205.0,727.97K,1.08%,Bit,Bitcoin,0.72797
2019-04-17,5208.3,5182.1,5230.9,5165.5,806.52K,0.53%,Bit,Bitcoin,0.80652
2019-04-16,5180.9,5031.4,5198.4,5014.4,631.05K,2.95%,Bit,Bitcoin,0.63105
2019-04-15,5032.3,5135.1,5168.0,4964.2,688.20K,-2.00%,Bit,Bitcoin,0.6882
2019-04-14,5134.8,5052.0,5153.5,5010.7,566.38K,1.64%,Bit,Bitcoin,0.56638
2019-04-13,5051.8,5054.2,5093.4,5011.6,577.16K,-0.05%,Bit,Bitcoin,0.57716
2019-04-12,5054.2,5022.7,5080.5,4889.2,779.14K,0.63%,Bit,Bitcoin,0.7791399999999999
2019-04-11,5022.6,5307.7,5337.0,4948.0,943.49K,-5.37%,Bit,Bitcoin,0.94349
2019-04-10,5307.8,5158.4,5404.1,5142.9,837.51K,2.89%,Bit,Bitcoin,0.83751
2019-04-09,5158.4,5245.0,5245.9,5095.2,784.62K,-1.65%,Bit,Bitcoin,0.78462
2019-04-08,5245.2,5173.5,5300.6,5060.5,928.23K,1.38%,Bit,Bitcoin,0.92823
2019-04-07,5173.6,5046.1,5219.5,5033.7,841.27K,2.53%,Bit,Bitcoin,0.84127
2019-04-06,5046.2,5010.0,5198.4,4947.9,952.18K,0.72%,Bit,Bitcoin,0.9521799999999999
2019-04-05,5010.2,4902.5,5029.4,4888.3,851.72K,2.20%,Bit,Bitcoin,0.85172
2019-04-04,4902.4,4968.7,5042.5,4789.2,1.05M,-1.33%,Bit,Bitcoin,1.05
2019-04-03,4968.7,4859.3,5278.4,4814.0,13.83M,2.25%,Bit,Bitcoin,13.83
2019-04-02,4859.3,4145.1,4899.6,4143.5,14.77M,17.23%,Bit,Bitcoin,14.77
2019-04-01,4145.1,4102.3,4159.1,4076.8,3.22M,1.04%,Bit,Bitcoin,3.22
2019-03-31,4102.3,4111.8,4121.9,4082.2,2.43M,-0.23%,Bit,Bitcoin,2.43
2019-03-30,4111.8,4103.7,4138.1,4057.1,2.55M,0.23%,Bit,Bitcoin,2.55
2019-03-29,4102.2,4025.7,4123.1,4022.6,3.30M,1.90%,Bit,Bitcoin,3.3
2019-03-28,4025.6,4041.7,4041.7,4008.4,2.11M,-0.40%,Bit,Bitcoin,2.11
2019-03-27,4041.7,3942.8,4043.3,3936.2,2.78M,2.51%,Bit,Bitcoin,2.78
2019-03-26,3942.8,3937.1,3950.7,3899.9,2.53M,0.15%,Bit,Bitcoin,2.53
2019-03-25,3937.0,3994.8,4000.5,3897.9,2.86M,-1.44%,Bit,Bitcoin,2.86
2019-03-24,3994.7,4002.6,4005.7,3967.0,2.04M,-0.20%,Bit,Bitcoin,2.04
2019-03-23,4002.5,3990.4,4018.2,3980.8,2.00M,0.30%,Bit,Bitcoin,2.0
2019-03-22,3990.4,3982.2,4005.7,3971.8,2.83M,0.21%,Bit,Bitcoin,2.83
2019-03-21,3982.2,4041.2,4064.0,3923.8,3.88M,-1.46%,Bit,Bitcoin,3.88
2019-03-20,4041.2,4017.0,4050.0,3985.3,3.18M,0.60%,Bit,Bitcoin,3.18
2019-03-19,4017.0,3990.2,4029.9,3972.4,2.99M,0.67%,Bit,Bitcoin,2.99
2019-03-18,3990.2,3981.5,4032.3,3958.5,2.62M,0.22%,Bit,Bitcoin,2.62
2019-03-17,3981.5,4006.4,4009.8,3956.3,1.87M,-0.62%,Bit,Bitcoin,1.87
2019-03-16,4006.4,3924.4,4050.6,3923.7,3.46M,2.09%,Bit,Bitcoin,3.46
2019-03-15,3924.3,3879.0,3935.7,3874.8,3.11M,1.17%,Bit,Bitcoin,3.11
2019-03-14,3879.0,3865.1,3914.7,3828.4,2.86M,0.36%,Bit,Bitcoin,2.86
2019-03-13,3865.1,3885.9,3894.7,3847.4,2.28M,-0.54%,Bit,Bitcoin,2.28
2019-03-12,3886.0,3870.3,3900.1,3817.1,2.90M,0.41%,Bit,Bitcoin,2.9
2019-03-11,3870.3,3915.2,3935.5,3842.4,3.19M,-1.15%,Bit,Bitcoin,3.19
2019-03-10,3915.2,3944.4,3944.5,3889.2,1.89M,-0.74%,Bit,Bitcoin,1.89
2019-03-09,3944.3,3865.6,3964.0,3859.7,2.48M,2.03%,Bit,Bitcoin,2.48
2019-03-08,3865.9,3875.1,3929.0,3810.7,2.96M,-0.24%,Bit,Bitcoin,2.96
2019-03-07,3875.1,3863.1,3907.4,3847.9,2.60M,0.32%,Bit,Bitcoin,2.6
2019-03-06,3863.0,3857.2,3887.3,3816.7,2.52M,0.15%,Bit,Bitcoin,2.52
2019-03-05,3857.2,3715.9,3873.2,3705.7,3.82M,3.80%,Bit,Bitcoin,3.82
2019-03-04,3715.9,3809.7,3828.4,3681.8,2.85M,-2.45%,Bit,Bitcoin,2.85
2019-03-03,3809.5,3823.2,3836.6,3789.7,1.51M,-0.36%,Bit,Bitcoin,1.51
2019-03-02,3823.1,3821.9,3843.2,3783.6,1.61M,0.03%,Bit,Bitcoin,1.61
2019-03-01,3821.9,3816.7,3855.8,3816.4,1.74M,0.14%,Bit,Bitcoin,1.74
2019-02-28,3816.6,3814.6,3883.7,3783.3,2.31M,0.05%,Bit,Bitcoin,2.31
2019-02-27,3814.6,3810.3,3836.4,3701.9,2.82M,0.11%,Bit,Bitcoin,2.82
2019-02-26,3810.3,3833.5,3845.5,3775.0,2.09M,-0.61%,Bit,Bitcoin,2.09
2019-02-25,3833.7,3755.7,3870.7,3753.8,765.87K,2.09%,Bit,Bitcoin,0.76587
2019-02-24,3755.2,4120.5,4194.2,3738.7,977.78K,-8.86%,Bit,Bitcoin,0.97778
2019-02-23,4120.4,3965.2,4152.6,3939.4,727.85K,3.91%,Bit,Bitcoin,0.72785
2019-02-22,3965.2,3937.4,3983.1,3931.7,649.55K,0.73%,Bit,Bitcoin,0.64955
2019-02-21,3936.6,3972.0,4011.5,3909.2,668.16K,-0.90%,Bit,Bitcoin,0.66816
2019-02-20,3972.4,3914.3,3983.6,3881.2,698.01K,1.48%,Bit,Bitcoin,0.69801
2019-02-19,3914.3,3896.4,3993.8,3863.7,1.44M,0.47%,Bit,Bitcoin,1.44
2019-02-18,3896.0,3664.2,3903.7,3655.1,933.15K,6.33%,Bit,Bitcoin,0.9331499999999999
2019-02-17,3664.2,3616.8,3689.9,3607.9,580.51K,1.31%,Bit,Bitcoin,0.58051
2019-02-16,3616.8,3604.7,3641.9,3599.7,485.63K,0.34%,Bit,Bitcoin,0.48563
2019-02-15,3604.7,3592.6,3648.3,3581.4,516.21K,0.34%,Bit,Bitcoin,0.5162100000000001
2019-02-14,3592.6,3611.5,3624.5,3580.2,498.14K,-0.52%,Bit,Bitcoin,0.49813999999999997
2019-02-13,3611.5,3632.0,3663.5,3599.2,558.02K,-0.56%,Bit,Bitcoin,0.55802
2019-02-12,3632.0,3631.8,3656.4,3594.4,545.82K,0.01%,Bit,Bitcoin,0.5458200000000001
2019-02-11,3631.8,3678.8,3681.1,3623.8,517.28K,-1.28%,Bit,Bitcoin,0.51728
2019-02-10,3679.0,3661.0,3680.6,3617.1,501.90K,0.48%,Bit,Bitcoin,0.5019
2019-02-09,3661.4,3661.6,3675.3,3633.2,454.80K,-0.01%,Bit,Bitcoin,0.45480000000000004
2019-02-08,3661.7,3397.3,3721.1,3382.5,699.23K,7.77%,Bit,Bitcoin,0.69923
2019-02-07,3397.7,3404.9,3421.8,3390.3,471.36K,-0.20%,Bit,Bitcoin,0.47136
2019-02-06,3404.3,3468.5,3478.0,3383.9,514.21K,-1.85%,Bit,Bitcoin,0.5142100000000001
2019-02-05,3468.4,3463.0,3485.9,3450.3,460.95K,0.16%,Bit,Bitcoin,0.46094999999999997
2019-02-04,3462.8,3459.0,3479.7,3437.1,503.92K,0.11%,Bit,Bitcoin,0.50392
2019-02-03,3459.1,3502.3,3507.8,3431.3,451.66K,-1.24%,Bit,Bitcoin,0.45166
2019-02-02,3502.5,3467.9,3514.5,3447.8,443.60K,1.00%,Bit,Bitcoin,0.44360000000000005
2019-02-01,3467.9,3437.7,3485.7,3415.3,481.58K,0.90%,Bit,Bitcoin,0.48158
2019-01-31,3437.2,3460.0,3484.7,3427.0,477.07K,-0.66%,Bit,Bitcoin,0.47707
2019-01-30,3460.0,3414.6,3479.0,3394.2,600.25K,1.32%,Bit,Bitcoin,0.60025
2019-01-29,3414.8,3442.8,3450.1,3368.2,585.46K,-0.81%,Bit,Bitcoin,0.5854600000000001
2019-01-28,3442.8,3555.8,3561.2,3395.7,620.85K,-3.17%,Bit,Bitcoin,0.62085
2019-01-27,3555.6,3570.9,3583.2,3509.2,464.02K,-0.43%,Bit,Bitcoin,0.46402
2019-01-26,3570.9,3572.0,3652.5,3556.1,432.55K,-0.03%,Bit,Bitcoin,0.43255
2019-01-25,3572.0,3574.3,3582.6,3542.2,448.89K,-0.06%,Bit,Bitcoin,0.44889
2019-01-24,3574.3,3561.4,3587.0,3539.7,428.60K,0.36%,Bit,Bitcoin,0.42860000000000004
2019-01-23,3561.5,3580.1,3608.3,3532.8,445.87K,-0.52%,Bit,Bitcoin,0.44587
2019-01-22,3580.1,3536.9,3607.9,3465.2,447.70K,1.23%,Bit,Bitcoin,0.4477
2019-01-21,3536.7,3542.7,3561.4,3505.4,394.17K,-0.16%,Bit,Bitcoin,0.39417
2019-01-20,3542.3,3676.2,3699.1,3503.9,563.31K,-3.68%,Bit,Bitcoin,0.56331
2019-01-19,3677.8,3605.8,3715.2,3604.1,537.06K,2.00%,Bit,Bitcoin,0.53706
2019-01-18,3605.6,3626.3,3627.9,3575.7,488.16K,-0.57%,Bit,Bitcoin,0.48816000000000004
2019-01-17,3626.4,3588.1,3636.7,3554.8,525.10K,1.07%,Bit,Bitcoin,0.5251
2019-01-16,3588.0,3570.6,3644.1,3561.4,487.34K,0.47%,Bit,Bitcoin,0.48734
2019-01-15,3571.3,3637.5,3660.8,3545.7,544.85K,-1.84%,Bit,Bitcoin,0.5448500000000001
2019-01-14,3638.1,3490.4,3672.0,3490.4,539.93K,4.24%,Bit,Bitcoin,0.5399299999999999
2019-01-13,3490.2,3597.3,3617.6,3473.2,452.79K,-2.98%,Bit,Bitcoin,0.45279
2019-01-12,3597.2,3616.6,3633.9,3561.3,435.06K,-0.53%,Bit,Bitcoin,0.43506
2019-01-11,3616.5,3603.3,3655.7,3563.1,551.64K,0.35%,Bit,Bitcoin,0.55164
2019-01-10,3603.7,3978.9,4007.7,3562.1,697.31K,-9.41%,Bit,Bitcoin,0.69731
2019-01-09,3978.0,3971.0,4014.2,3957.5,473.42K,0.17%,Bit,Bitcoin,0.47342
2019-01-08,3971.0,3985.8,4070.5,3943.1,514.08K,-0.37%,Bit,Bitcoin,0.5140800000000001
2019-01-07,3985.9,4004.3,4028.0,3945.5,500.88K,-0.45%,Bit,Bitcoin,0.50088
2019-01-06,4004.1,3785.7,4034.1,3758.5,529.89K,5.78%,Bit,Bitcoin,0.52989
2019-01-05,3785.4,3802.8,3846.7,3769.0,468.45K,-0.46%,Bit,Bitcoin,0.46845
2019-01-04,3802.7,3780.5,3823.9,3720.0,488.70K,0.60%,Bit,Bitcoin,0.48869999999999997
2019-01-03,3780.1,3874.1,3875.8,3753.0,450.32K,-2.42%,Bit,Bitcoin,0.45032
2019-01-02,3873.8,3809.7,3894.8,3768.1,554.47K,1.69%,Bit,Bitcoin,0.55447
2019-01-01,3809.4,3709.5,3814.3,3664.4,469.11K,2.69%,Bit,Bitcoin,0.46911
2018-12-31,3709.4,3815.1,3819.6,3658.8,545.83K,-2.77%,Bit,Bitcoin,0.54583
2018-12-30,3815.0,3708.2,3837.7,3682.5,519.17K,2.92%,Bit,Bitcoin,0.5191699999999999
2018-12-29,3706.8,3861.6,3899.6,3696.0,505.41K,-4.01%,Bit,Bitcoin,0.50541
2018-12-28,3861.6,3587.1,3900.3,3565.5,565.24K,7.66%,Bit,Bitcoin,0.56524
2018-12-27,3586.9,3793.4,3822.6,3560.8,543.44K,-5.45%,Bit,Bitcoin,0.54344
2018-12-26,3793.7,3762.8,3841.9,3680.3,567.11K,0.83%,Bit,Bitcoin,0.56711
2018-12-25,3762.5,4025.6,4030.7,3676.5,670.94K,-6.55%,Bit,Bitcoin,0.6709400000000001
2018-12-24,4026.1,3944.5,4208.2,3941.9,716.29K,2.07%,Bit,Bitcoin,0.71629
2018-12-23,3944.4,3964.3,4037.1,3904.6,572.21K,-0.50%,Bit,Bitcoin,0.57221
2018-12-22,3964.4,3850.9,3977.2,3803.7,554.59K,2.95%,Bit,Bitcoin,0.55459
2018-12-21,3850.9,4075.2,4153.1,3786.9,748.76K,-5.52%,Bit,Bitcoin,0.74876
2018-12-20,4076.0,3687.2,4140.3,3665.8,958.58K,10.55%,Bit,Bitcoin,0.95858
2018-12-19,3687.1,3668.1,3924.7,3647.5,792.40K,0.52%,Bit,Bitcoin,0.7924
2018-12-18,3668.0,3526.0,3683.1,3456.9,698.53K,4.02%,Bit,Bitcoin,0.69853
2018-12-17,3526.1,3248.3,3597.4,3243.1,534.78K,8.57%,Bit,Bitcoin,0.5347799999999999
2018-12-16,3247.9,3228.6,3305.0,3225.9,335.69K,0.60%,Bit,Bitcoin,0.33569
2018-12-15,3228.7,3247.8,3282.3,3177.0,332.95K,-0.59%,Bit,Bitcoin,0.33294999999999997
2018-12-14,3247.8,3315.4,3336.6,3199.1,445.56K,-2.04%,Bit,Bitcoin,0.44556
2018-12-13,3315.3,3466.2,3474.4,3284.8,435.89K,-4.35%,Bit,Bitcoin,0.43589
2018-12-12,3466.1,3390.2,3510.2,3379.4,391.17K,1.72%,Bit,Bitcoin,0.39117
2018-12-11,3407.7,3460.4,3485.9,3349.9,418.53K,-1.53%,Bit,Bitcoin,0.41852999999999996
2018-12-10,3460.5,3566.9,3622.4,3412.7,394.49K,-3.00%,Bit,Bitcoin,0.39449
2018-12-09,3567.5,3430.3,3677.6,3424.2,327.93K,4.00%,Bit,Bitcoin,0.32793
2018-12-08,3430.4,3422.3,3507.7,3302.9,424.40K,0.24%,Bit,Bitcoin,0.4244
2018-12-07,3422.2,3508.9,3626.6,3251.8,639.33K,-2.46%,Bit,Bitcoin,0.6393300000000001
2018-12-06,3508.6,3771.4,3887.2,3505.7,467.54K,-6.97%,Bit,Bitcoin,0.46754
2018-12-05,3771.6,3958.1,3974.1,3765.2,341.60K,-4.72%,Bit,Bitcoin,0.3416
2018-12-04,3958.5,3899.9,4082.9,3809.3,326.71K,1.56%,Bit,Bitcoin,0.32671
2018-12-03,3897.8,4160.3,4177.0,3839.9,355.10K,-6.31%,Bit,Bitcoin,0.3551
2018-12-02,4160.4,4196.2,4316.1,4105.3,298.63K,-0.85%,Bit,Bitcoin,0.29863
2018-12-01,4196.2,4038.7,4299.1,3967.1,316.30K,3.87%,Bit,Bitcoin,0.3163
2018-11-30,4039.7,4296.8,4340.6,3954.5,444.52K,-5.98%,Bit,Bitcoin,0.44451999999999997
2018-11-29,4296.5,4265.5,4440.1,4140.6,414.46K,0.73%,Bit,Bitcoin,0.41446
2018-11-28,4265.4,3866.4,4391.8,3866.4,533.04K,10.32%,Bit,Bitcoin,0.53304
2018-11-27,3866.5,3840.3,3920.6,3687.8,457.27K,0.77%,Bit,Bitcoin,0.45726999999999995
2018-11-26,3837.0,4061.0,4179.0,3679.8,571.04K,-5.54%,Bit,Bitcoin,0.57104
2018-11-25,4062.2,3920.3,4198.4,3634.2,619.95K,3.62%,Bit,Bitcoin,0.61995
2018-11-24,3920.4,4397.3,4494.6,3821.5,382.72K,-10.86%,Bit,Bitcoin,0.38272
2018-11-23,4398.0,4360.9,4455.6,4223.7,348.99K,0.96%,Bit,Bitcoin,0.34899
2018-11-22,4356.0,4646.4,4695.7,4346.7,261.85K,-6.09%,Bit,Bitcoin,0.26185
2018-11-21,4638.7,4523.0,4743.7,4393.0,412.74K,2.52%,Bit,Bitcoin,0.41274
2018-11-20,4524.6,4883.6,5013.4,4272.3,714.08K,-7.36%,Bit,Bitcoin,0.71408
2018-11-19,4883.8,5660.4,5662.5,4831.1,478.26K,-13.69%,Bit,Bitcoin,0.47826
2018-11-18,5658.3,5621.0,5727.9,5615.5,158.68K,0.65%,Bit,Bitcoin,0.15868000000000002
2018-11-17,5621.8,5636.2,5645.5,5561.4,156.51K,-0.26%,Bit,Bitcoin,0.15650999999999998
2018-11-16,5636.2,5723.5,5747.7,5539.7,224.12K,-1.45%,Bit,Bitcoin,0.22412
2018-11-15,5718.9,5854.0,5878.5,5384.1,375.86K,-2.11%,Bit,Bitcoin,0.37586
2018-11-14,5842.4,6428.9,6453.3,5619.2,438.21K,-9.13%,Bit,Bitcoin,0.43821
2018-11-13,6429.2,6435.0,6466.8,6386.7,137.60K,-0.09%,Bit,Bitcoin,0.1376
2018-11-12,6435.0,6445.0,6475.9,6409.4,130.16K,-0.17%,Bit,Bitcoin,0.13016
2018-11-11,6446.1,6427.1,6451.7,6359.0,127.40K,0.30%,Bit,Bitcoin,0.1274
2018-11-10,6427.1,6411.9,6461.7,6411.7,115.87K,0.24%,Bit,Bitcoin,0.11587
2018-11-09,6412.0,6473.8,6496.1,6390.0,151.60K,-0.96%,Bit,Bitcoin,0.15159999999999998
2018-11-08,6474.0,6565.3,6577.3,6466.3,159.30K,-1.39%,Bit,Bitcoin,0.15930000000000002
2018-11-07,6565.3,6503.1,6594.3,6502.0,170.76K,0.96%,Bit,Bitcoin,0.17076
2018-11-06,6502.8,6460.4,6509.6,6441.6,154.87K,0.67%,Bit,Bitcoin,0.15487
2018-11-05,6459.7,6478.2,6489.2,6431.7,128.51K,-0.29%,Bit,Bitcoin,0.12850999999999999
2018-11-04,6478.2,6386.2,6508.9,6359.7,128.76K,1.44%,Bit,Bitcoin,0.12875999999999999
2018-11-03,6386.2,6424.5,6429.5,6346.2,112.84K,-0.60%,Bit,Bitcoin,0.11284000000000001
2018-11-02,6424.7,6400.5,6444.3,6390.9,135.87K,0.38%,Bit,Bitcoin,0.13587
2018-11-01,6400.5,6365.9,6421.8,6354.2,124.16K,0.54%,Bit,Bitcoin,0.12415999999999999
2018-10-31,6365.9,6327.9,6405.7,6257.8,129.06K,0.64%,Bit,Bitcoin,0.12906
2018-10-30,6325.7,6336.7,6469.9,6316.5,128.21K,-0.15%,Bit,Bitcoin,0.12821000000000002
2018-10-29,6335.0,6486.1,6498.4,6310.5,160.52K,-2.33%,Bit,Bitcoin,0.16052000000000002
2018-10-28,6486.1,6494.6,6502.2,6461.2,93.97K,-0.12%,Bit,Bitcoin,0.09397
2018-10-27,6494.2,6510.0,6534.0,6473.7,76.72K,-0.24%,Bit,Bitcoin,0.07672
2018-10-26,6510.0,6507.0,6570.5,6498.5,97.17K,0.05%,Bit,Bitcoin,0.09717
2018-10-25,6507.0,6532.5,6544.8,6491.5,97.43K,-0.36%,Bit,Bitcoin,0.09743
2018-10-24,6530.7,6531.2,6593.8,6522.6,98.74K,0.03%,Bit,Bitcoin,0.09874
2018-10-23,6528.7,6558.6,6573.6,6500.5,108.86K,-0.41%,Bit,Bitcoin,0.10886
2018-10-22,6555.8,6583.0,6612.7,6529.5,101.57K,-0.41%,Bit,Bitcoin,0.10157
2018-10-21,6583.0,6575.9,6643.1,6568.0,92.94K,0.16%,Bit,Bitcoin,0.09294
2018-10-20,6572.2,6511.7,6593.7,6495.9,97.77K,0.92%,Bit,Bitcoin,0.09777
2018-10-19,6512.0,6576.4,6603.2,6506.9,121.44K,-0.94%,Bit,Bitcoin,0.12143999999999999
2018-10-18,6574.1,6690.1,6736.3,6530.6,134.15K,-1.68%,Bit,Bitcoin,0.13415000000000002
2018-10-17,6686.6,6718.9,6745.9,6637.8,136.71K,-0.28%,Bit,Bitcoin,0.13671
2018-10-16,6705.3,6712.4,6836.7,6645.4,155.85K,0.08%,Bit,Bitcoin,0.15585
2018-10-15,6699.8,6326.8,7358.4,6300.2,443.33K,5.90%,Bit,Bitcoin,0.44333
2018-10-14,6326.8,6321.6,6390.9,6300.0,99.38K,0.08%,Bit,Bitcoin,0.09938
2018-10-13,6321.7,6291.3,6329.3,6282.8,94.45K,0.48%,Bit,Bitcoin,0.09445
2018-10-12,6291.3,6239.2,6344.8,6206.8,147.40K,0.84%,Bit,Bitcoin,0.1474
2018-10-11,6239.1,6618.0,6622.5,6206.2,245.28K,-5.72%,Bit,Bitcoin,0.24528
2018-10-10,6618.0,6650.6,6653.5,6526.0,101.93K,-0.49%,Bit,Bitcoin,0.10193
2018-10-09,6650.8,6669.6,6678.9,6613.3,80.79K,-0.28%,Bit,Bitcoin,0.08079
2018-10-08,6669.6,6611.0,6699.5,6589.9,119.68K,0.89%,Bit,Bitcoin,0.11968000000000001
2018-10-07,6611.0,6596.3,6633.9,6523.8,77.06K,0.22%,Bit,Bitcoin,0.07706
2018-10-06,6596.3,6639.1,6661.5,6550.4,9.18M,-0.65%,Bit,Bitcoin,9.18
2018-10-05,6639.1,6584.2,6682.3,6537.6,9.34M,0.83%,Bit,Bitcoin,9.34
2018-10-04,6584.2,6509.2,6653.0,6487.8,9.31M,1.17%,Bit,Bitcoin,9.31
2018-10-03,6507.8,6549.9,6563.5,6429.6,9.21M,-0.64%,Bit,Bitcoin,9.21
2018-10-02,6549.9,6608.2,6645.7,6034.9,9.34M,-0.88%,Bit,Bitcoin,9.34
2018-10-01,6608.2,6635.2,6674.7,6072.7,9.19M,-0.41%,Bit,Bitcoin,9.19
2018-09-30,6635.2,6603.9,6673.9,6533.5,9.34M,0.47%,Bit,Bitcoin,9.34
2018-09-29,6603.9,6633.9,6648.4,6464.4,9.42M,-0.48%,Bit,Bitcoin,9.42
2018-09-28,6636.0,6685.7,6809.2,6538.6,9.57M,-0.79%,Bit,Bitcoin,9.57
2018-09-27,6689.2,6463.7,6738.3,6428.8,9.34M,3.42%,Bit,Bitcoin,9.34
2018-09-26,6468.1,6443.0,6551.9,6384.1,8.64M,0.36%,Bit,Bitcoin,8.64
2018-09-25,6445.1,6590.6,6590.6,5977.0,7.34M,-2.11%,Bit,Bitcoin,7.34
2018-09-24,6584.1,6713.3,6728.1,6559.1,7.57M,-1.79%,Bit,Bitcoin,7.57
2018-09-23,6704.1,6729.6,6789.4,6666.4,7.34M,-0.38%,Bit,Bitcoin,7.34
2018-09-22,6729.6,6766.7,6833.3,6635.5,7.31M,-0.55%,Bit,Bitcoin,7.31
2018-09-21,6766.7,6490.9,6780.5,6489.8,7.73M,4.28%,Bit,Bitcoin,7.73
2018-09-20,6489.2,6390.4,6537.5,6346.4,5.18M,1.55%,Bit,Bitcoin,5.18
2018-09-19,6390.4,6342.0,6478.7,6144.5,3.54M,0.76%,Bit,Bitcoin,3.54
2018-09-18,6342.0,6251.9,6388.8,6228.8,2.82M,1.44%,Bit,Bitcoin,2.82
2018-09-17,6251.9,6500.2,6533.5,6215.9,3.26M,-3.82%,Bit,Bitcoin,3.26
2018-09-16,6500.2,6519.0,6520.8,6406.2,3.34M,-0.29%,Bit,Bitcoin,3.34
2018-09-15,6519.0,6482.6,6562.9,6470.3,3.16M,0.54%,Bit,Bitcoin,3.16
2018-09-14,6483.7,6482.9,6579.4,6412.1,3.20M,0.01%,Bit,Bitcoin,3.2
